timestamp,prev_close,step_1_close_mae,step_3_close_mae,step_5_close_mae,step_7_close_mae,path_close_mae,path_ohlc_mae,path_range_mae,step_1_ohlc_mae,step_1_range_mae,direction_hit,regime_name,regime_indicator,temperature
2026-01-21 05:00:00+00:00,454.635,11.2271728515625,10.108123779296875,25.897003173828125,19.55364990234375,16.425785064697266,14.864834785461426,7.5113396644592285,9.112770080566406,8.592529296875,0.0,NORMAL,0.0,0.35
2026-01-22 05:00:00+00:00,444.0,6.59130859375,26.525115966796875,35.924163818359375,17.7916259765625,22.19180679321289,19.528688430786133,5.916831016540527,4.497535705566406,1.337615966796875,1.0,NORMAL,0.0,0.35
2026-01-23 05:00:00+00:00,450.915,13.592803955078125,32.173431396484375,18.3548583984375,30.014984130859375,23.903873443603516,20.465097427368164,6.684173583984375,9.019317626953125,12.241058349609375,1.0,NORMAL,0.0,0.35
2026-01-26 05:00:00+00:00,465.81,4.9764404296875,12.589202880859375,32.646331787109375,49.777740478515625,26.26496696472168,24.29400634765625,4.008854389190674,3.3645553588867188,1.677398681640625,0.0,NORMAL,0.0,0.35
2026-01-27 05:00:00+00:00,470.3,8.3897705078125,37.626953125,49.09356689453125,58.824798583984375,38.08070755004883,35.623470306396484,4.511496543884277,6.187019348144531,4.978302001953125,1.0,NORMAL,0.0,0.35
2026-01-28 05:00:00+00:00,480.6,5.488739013671875,52.80487060546875,74.31942749023438,93.28228759765625,58.26877975463867,54.36154556274414,4.4226202964782715,3.3120574951171875,7.04888916015625,0.0,NORMAL,0.0,0.35
2026-01-29 05:00:00+00:00,481.64,51.87823486328125,63.11419677734375,71.95391845703125,84.66400146484375,70.10384368896484,67.88269805908203,4.003945350646973,48.26557159423828,7.484588623046875,0.0,NORMAL,0.0,0.35
2026-01-30 05:00:00+00:00,433.12,1.809326171875,16.680999755859375,30.115478515625,3.573974609375,12.891671180725098,13.703531265258789,4.7755913734436035,3.435760498046875,5.513763427734375,1.0,NORMAL,0.0,0.35
2026-02-02 05:00:00+00:00,430.05,8.625823974609375,20.612548828125,20.46832275390625,5.30120849609375,17.548391342163086,18.029748916625977,5.085854530334473,4.444847106933594,6.422210693359375,0.0,NORMAL,0.0,0.35
2026-02-03 05:00:00+00:00,423.24,9.85546875,25.849853515625,6.300323486328125,22.5806884765625,15.598519325256348,14.179254531860352,3.4498813152313232,8.684272766113281,2.741973876953125,1.0,NORMAL,0.0,0.35
2026-02-04 05:00:00+00:00,411.25,0.69683837890625,22.93011474609375,6.017333984375,11.93609619140625,12.240378379821777,12.184272766113281,7.1971435546875,3.2059555053710938,9.52606201171875,1.0,NORMAL,0.0,0.35
2026-02-05 05:00:00+00:00,414.18,30.297271728515625,15.568389892578125,22.183624267578125,16.191192626953125,20.854177474975586,19.654035568237305,3.298579692840576,17.1220703125,3.182037353515625,0.0,NORMAL,0.0,0.35
2026-02-06 05:00:00+00:00,393.65,7.45452880859375,16.03143310546875,6.364288330078125,2.975921630859375,9.238551139831543,9.555932998657227,8.999298095703125,8.116867065429688,20.68145751953125,0.0,NORMAL,0.0,0.35
2026-02-09 05:00:00+00:00,401.015,5.68121337890625,3.910736083984375,8.961151123046875,5.8438720703125,6.297358989715576,6.373019695281982,6.5491766929626465,4.5646514892578125,9.923736572265625,1.0,NORMAL,0.0,0.35
2026-02-10 05:00:00+00:00,413.69,4.9560546875,8.508087158203125,10.1612548828125,1.522186279296875,5.965977191925049,6.728068828582764,9.85566520690918,7.467109680175781,18.399505615234375,1.0,NORMAL,0.0,0.35
2026-02-11 05:00:00+00:00,413.32,9.1217041015625,14.3673095703125,16.13079833984375,18.80181884765625,14.71124267578125,13.683862686157227,7.4525628089904785,7.241920471191406,1.283782958984375,0.0,NORMAL,0.0,0.35
2026-02-12 05:00:00+00:00,404.24,14.09686279296875,32.924346923828125,21.9559326171875,36.8101806640625,25.439449310302734,22.358407974243164,12.026580810546875,7.214714050292969,11.5157470703125,0.0,NORMAL,0.0,0.35
2026-02-13 05:00:00+00:00,401.88,0.986236572265625,9.35107421875,19.178497314453125,18.98504638671875,13.677760124206543,12.634880065917969,8.772557258605957,1.35589599609375,1.30694580078125,1.0,NORMAL,0.0,0.35
2026-02-17 05:00:00+00:00,401.18,4.839324951171875,9.548797607421875,17.126129150390625,6.138916015625,8.480006217956543,8.17999267578125,8.18366813659668,5.477958679199219,9.16046142578125,0.0,NORMAL,0.0,0.35
