epoch,train_loss,val_loss,teacher_forcing_ratio,lr
1,13.638271084910704,7.640747720544988,1.0,0.0005
2,-0.18633443032107924,-3.9992176402698862,0.95,0.0005
3,-2.4941306122295233,-4.896038662303578,0.9025,0.0005
4,-1.5900355975710503,3.8468598669225518,0.8573749999999999,0.0005
5,13.157790127291303,-4.748566584153608,0.8145062499999999,0.0005
6,-0.8508707058170567,-3.390457586808638,0.7737809374999998,0.0005
7,-3.2656102091397927,-5.262150981209495,0.7350918906249998,0.0005
8,-0.2542353975384132,-4.164467681537975,0.6983372960937497,0.0005
9,-5.103441756704579,-6.027648622339422,0.6634204312890623,0.0005
10,-5.766168907284737,-2.4963001121174204,0.6302494097246091,0.0005
11,-3.038657492350625,-4.529270432212136,0.5987369392383787,0.0005
12,-4.67846135309209,-6.731088464910334,0.5688000922764597,0.0005
13,-5.303256415802499,-6.318688002499667,0.5403600876626367,0.0005
14,-4.531599845413281,-5.565569877624512,0.5133420832795048,0.0005
15,-5.0591961637787195,-6.102613232352517,0.48767497911552954,0.0005
16,-6.134365729663683,-6.349991711703214,0.46329123015975304,0.00025
17,-7.007508277893066,-7.4564264904369,0.44012666865176536,0.00025
18,-6.863008675367936,-6.71117453141646,0.4181203352191771,0.00025
19,-6.682067737631176,-7.373694853349165,0.3972143184582182,0.00025
20,-7.191575350968734,-7.244825493205678,0.37735360253530725,0.00025
21,-7.249882454457491,-7.296112407337535,0.3584859224085419,0.000125
22,-7.336986230767292,-7.447976025668058,0.3405616262881148,0.000125
23,-7.310495656469594,-7.432769081809304,0.323533544973709,0.000125
24,-7.431452305420585,-7.460418701171875,0.3073568677250236,0.000125
25,-7.442809073821358,-7.45885081724687,0.2919890243387724,0.000125
26,-7.431759455929631,-7.451791113073176,0.27738957312183377,0.000125
27,-7.423666860746301,-7.444595727053556,0.26352009446574204,0.000125
28,-7.431230783462524,-7.444687756625089,0.2503440897424549,6.25e-05
29,-7.46983918418055,-7.482933087782427,0.23782688525533216,6.25e-05
30,-7.477432712264683,-7.481994585557417,0.22593554099256555,6.25e-05
31,-7.461733330851016,-7.467497912320224,0.21463876394293727,6.25e-05
32,-7.454180909239727,-7.443537538701838,0.2039068257457904,6.25e-05
33,-7.460151143695997,-7.492488167502663,0.19371148445850087,6.25e-05
34,-7.476238178170246,-7.484160423278809,0.18402591023557582,6.25e-05
35,-7.478107131045798,-7.486032052473589,0.174824614723797,6.25e-05
36,-7.479621628056401,-7.487410068511963,0.16608338398760716,6.25e-05
37,-7.463310065476791,-7.479847041043368,0.1577792147882268,3.125e-05
38,-7.484769655310589,-7.488622925498269,0.14989025404881545,3.125e-05
39,-7.483959177265996,-7.479224638505415,0.14239574134637467,3.125e-05
40,-7.487198943677156,-7.491925412958318,0.13527595427905592,3.125e-05
41,-7.483772200086842,-7.493051355535334,0.12851215656510312,3.125e-05
42,-7.483634637749714,-7.488885836167769,0.12208654873684796,3.125e-05
43,-7.4847666336142495,-7.491282636469061,0.11598222130000556,3.125e-05
44,-7.484587757483773,-7.488934083418413,0.11018311023500528,3.125e-05
45,-7.483157064603723,-7.488673947074196,0.10467395472325501,1.5625e-05
46,-7.489619721537051,-7.492945844476873,0.09944025698709225,1.5625e-05
47,-7.490724516951519,-7.4938882047479805,0.09446824413773763,1.5625e-05
48,-7.491009473800659,-7.493476607582786,0.08974483193085075,1.5625e-05
49,-7.49101708246314,-7.493103720925071,0.0852575903343082,1.5625e-05
50,-7.490278269933618,-7.49216925014149,0.0809947108175928,1.5625e-05
51,-7.4905402712199995,-7.4925830580971455,0.07694497527671315,1.5625e-05
52,-7.490204033644303,-7.49198020588268,0.07309772651287749,1.5625e-05
53,-7.491199068401171,-7.493988513946533,0.06944284018723361,1.5625e-05
54,-7.491079392640487,-7.493382367220792,0.06597069817787193,1.5625e-05
55,-7.490663103435351,-7.494064504450018,0.06267216326897833,1.5625e-05
56,-7.490494012832642,-7.493167313662442,0.05953855510552941,1.5625e-05
57,-7.490489239278047,-7.492811419747093,0.056561627350252934,1.5625e-05
58,-7.491755495900693,-7.493602145801891,0.053733545982740286,1.5625e-05
59,-7.491659112598585,-7.491834553805265,0.051046868683603266,1.5625e-05
60,-7.49121906446374,-7.493769689039751,0.048494525249423104,1.5625e-05
