epoch,train_loss,val_loss,teacher_forcing_ratio,lr
1,20.165270896239594,4.198021997104991,1.0,0.0005
2,3.538248187647416,-4.354521339589899,0.95,0.0005
3,-3.941058887230171,-4.035404638810591,0.9025,0.0005
4,-4.37817199323531,-4.733037515120073,0.8573749999999999,0.0005
5,-4.8390150253589335,-4.309893434697932,0.8145062499999999,0.0005
6,-4.6915591811085795,-5.476665193384344,0.7737809374999998,0.0005
7,-5.502044182557326,-5.331341916864568,0.7350918906249998,0.0005
8,-5.522321821569086,-6.44418833472512,0.6983372960937497,0.0005
9,-5.897993116588383,-6.720918091860685,0.6634204312890623,0.0005
10,-6.461421403256091,-7.0243776061318135,0.6302494097246091,0.0005
11,-5.863253741473942,-6.071994217959317,0.5987369392383787,0.0005
12,-6.323642096676669,-6.951306429776278,0.5688000922764597,0.0005
13,-5.578095714469533,-6.9177727699279785,0.5403600876626367,0.0005
14,-6.090734859089275,-6.798071254383434,0.5133420832795048,0.00025
15,-6.864915473120553,-7.3939009579745205,0.48767497911552954,0.00025
16,-7.370605379670531,-7.414147680455988,0.46329123015975304,0.00025
17,-7.289170286157629,-6.5557732148603955,0.44012666865176536,0.00025
18,-7.226790459601434,-7.339982856403697,0.4181203352191771,0.00025
19,-7.361111651410114,-7.417395808480003,0.3972143184582182,0.00025
20,-7.386471465393737,-7.422623547640714,0.37735360253530725,0.00025
21,-7.399337506556249,-7.429111047224565,0.3584859224085419,0.00025
22,-7.368173656882821,-7.389784075997093,0.3405616262881148,0.00025
23,-7.361516245118865,-7.4248153946616435,0.323533544973709,0.00025
24,-7.394546786507408,-7.422123172066429,0.3073568677250236,0.00025
25,-7.414563676813146,-7.447169477289373,0.2919890243387724,0.00025
26,-7.3328705200782185,-7.401173418218439,0.27738957312183377,0.00025
27,-7.412514104947939,-7.43971755287864,0.26352009446574204,0.00025
28,-7.425489116501022,-7.452481703324751,0.2503440897424549,0.00025
29,-7.281889810666933,-7.431961969895796,0.23782688525533216,0.00025
30,-7.216157363011287,-6.938587535511363,0.22593554099256555,0.00025
31,-7.192312680757963,-7.454038619995117,0.21463876394293727,0.00025
32,-7.353698520869999,-7.43486179005016,0.2039068257457904,0.00025
33,-7.384470347519759,-7.430484554984353,0.19371148445850087,0.00025
34,-7.407000300648448,-7.4324164390563965,0.18402591023557582,0.00025
35,-7.4205422296628845,-7.443465189500288,0.174824614723797,0.000125
36,-7.394801773867765,-7.485920559276234,0.16608338398760716,0.000125
37,-7.433835019122113,-7.487738392569802,0.1577792147882268,0.000125
38,-7.47180239708869,-7.480234362862327,0.14989025404881545,0.000125
39,-7.475831760154976,-7.483837214383212,0.14239574134637467,0.000125
40,-7.477296682504507,-7.481841087341309,0.13527595427905592,0.000125
41,-7.46516445180872,-7.466867143457586,0.12851215656510312,6.25e-05
42,-7.476555357922565,-7.486992272463712,0.12208654873684796,6.25e-05
43,-7.485031662406502,-7.489351576024836,0.11598222130000556,6.25e-05
44,-7.486042232303829,-7.490257653323087,0.11018311023500528,6.25e-05
45,-7.486865153679481,-7.490206415002996,0.10467395472325501,6.25e-05
46,-7.487387002169431,-7.491370807994496,0.09944025698709225,6.25e-05
47,-7.487782163934393,-7.491384289481423,0.09446824413773763,6.25e-05
48,-7.484866881108546,-7.479892037131569,0.08974483193085075,6.25e-05
49,-7.476723309401628,-7.476914059032094,0.0852575903343082,6.25e-05
50,-7.463509989308787,-7.487523165616122,0.0809947108175928,6.25e-05
51,-7.460894925253732,-7.457217303189364,0.07694497527671315,3.125e-05
52,-7.482982797937079,-7.491823673248291,0.07309772651287749,3.125e-05
53,-7.489199413048042,-7.492385344071821,0.06944284018723361,3.125e-05
54,-7.4894033421526895,-7.493224230679599,0.06597069817787193,3.125e-05
55,-7.489251346378536,-7.491787000135942,0.06267216326897833,3.125e-05
56,-7.486333050570646,-7.493423852053556,0.05953855510552941,3.125e-05
57,-7.490169084989107,-7.493332472714511,0.056561627350252934,3.125e-05
58,-7.490171626373962,-7.492959456010298,0.053733545982740286,3.125e-05
59,-7.490522028325678,-7.493140914223411,0.051046868683603266,3.125e-05
60,-7.490774207062774,-7.493001547726718,0.048494525249423104,3.125e-05
