epoch,train_loss,val_loss,teacher_forcing_ratio,lr
1,0.31722150593996046,0.4265734553337097,1.0,0.0005
2,0.22177371233701706,0.36406439542770386,0.96,0.0005
3,0.2005082756280899,0.39853137731552124,0.9216,0.0005
4,0.21048389822244645,0.37524574995040894,0.8847359999999999,0.0005
5,0.18895768970251084,0.38083580136299133,0.8493465599999999,0.0005
6,0.18395697176456452,0.393137663602829,0.8153726975999999,0.00025
7,0.17767615839838982,0.38183286786079407,0.7827577896959999,0.00025
8,0.1741333857178688,0.37820690870285034,0.7514474781081598,0.00025
9,0.1767549991607666,0.38926902413368225,0.7213895789838334,0.00025
10,0.1855868309736252,0.3756375014781952,0.69253399582448,0.000125
11,0.17910529002547265,0.3816296458244324,0.6648326359915008,0.000125
12,0.18221921622753143,0.3806995749473572,0.6382393305518408,0.000125
13,0.18143088072538377,0.3781876266002655,0.6127097573297671,0.000125
14,0.1746837615966797,0.38847267627716064,0.5882013670365764,6.25e-05
