epoch,train_loss,val_loss,teacher_forcing_ratio,lr
1,0.3463871114783817,0.38854387402534485,1.0,0.0005
2,0.2197460350063112,0.3673150837421417,0.96,0.0005
3,0.2000447925594118,0.3723275363445282,0.9216,0.0005
4,0.19138628409968483,0.36963796615600586,0.8847359999999999,0.0005
5,0.18988486958874595,0.3662068843841553,0.8493465599999999,0.0005
6,0.18318315347035727,0.3519896864891052,0.8153726975999999,0.0005
7,0.17782565620210436,0.3340180218219757,0.7827577896959999,0.0005
8,0.1773489514986674,0.33489421010017395,0.7514474781081598,0.0005
9,0.17411662803755867,0.33514514565467834,0.7213895789838334,0.0005
10,0.16760357883241442,0.32968124747276306,0.69253399582448,0.0005
11,0.16291887892617118,0.3372712731361389,0.6648326359915008,0.0005
12,0.16343352695306143,0.3175930678844452,0.6382393305518408,0.0005
13,0.16015691144598854,0.31484684348106384,0.6127097573297671,0.0005
14,0.15667783551745945,0.29881617426872253,0.5882013670365764,0.0005
15,0.15316110187106663,0.3034757971763611,0.5646733123551133,0.0005
16,0.14732516060272852,0.32583048939704895,0.5420863798609088,0.0005
17,0.14988759325610268,0.2863401174545288,0.5204029246664724,0.0005
18,0.14493588523732293,0.27920255064964294,0.49958680767981345,0.0005
19,0.14444773147503534,0.2962757349014282,0.4796033353726209,0.0005
20,0.1417606903447045,0.3114246428012848,0.4604192019577161,0.0005
21,0.13883758005168703,0.3023117482662201,0.4420024338794074,0.0005
22,0.13810227149062687,0.3123542368412018,0.42432233652423107,0.00025
23,0.13227048516273499,0.2952654957771301,0.4073494430632618,0.00025
24,0.1309259037176768,0.35096970200538635,0.3910554653407313,0.00025
25,0.1310613171921836,0.29420268535614014,0.3754132467271021,0.00025
26,0.12818947517209583,0.3106522560119629,0.360396716858018,0.000125
27,0.12603183173471028,0.3325224220752716,0.34598084818369723,0.000125
28,0.12481441762712267,0.3351287543773651,0.33214161425634936,0.000125
29,0.12166218956311543,0.3342621326446533,0.3188559496860954,0.000125
30,0.12003524684243733,0.33944159746170044,0.3061017116986515,6.25e-05
