expert,rolling_predictions,directional_hit_rate,step_1_close_mae,step_5_close_mae,step_10_close_mae,step_15_close_mae
v8_5,334,0.5209580838323353,3.7892900112860217,5.690124054868778,8.957355156630099,9.076186128719124
v9_1,334,0.45209580838323354,3.733168641964119,6.291452373573166,10.454611772548652,9.585920687921034
v9_2,334,0.47904191616766467,5.760108536588931,8.505737030577517,11.44772348004187,13.303306351164858
v9_5,334,0.47604790419161674,3.5249833889350204,2.1890213104065306,2.7333074329855913,3.0666753346334676
