expert,rolling_predictions,directional_hit_rate,path_close_mae,path_ohlc_mae,path_range_mae,step_1_ohlc_mae,step_1_range_mae,step_1_close_mae,step_3_close_mae,step_5_close_mae,step_7_close_mae
v8_5,60,0.43333333333333335,15.057273413737615,14.167117623488108,4.813482590516409,5.819546635945638,5.209995524088542,7.747279866536458,13.101437377929688,17.636983744303386,21.58279978434245
v9_2,60,0.4666666666666667,22.275347443421683,20.43822261492411,4.707329515616099,6.209908294677734,5.880128987630209,8.041041564941406,19.28031209309896,27.074242655436198,33.920263671875
v9_5,60,0.5333333333333333,15.468580909570058,14.578656375408173,4.656957950194677,5.670879236857096,5.075377400716146,7.107834879557291,14.530156453450521,18.176476542154948,20.573189290364585
