epoch,train_loss,val_loss,teacher_forcing_ratio,lr
1,19.43583186622709,-0.4230199293656783,1.0,0.0005
2,-3.673379137626161,-5.2813778790560635,0.95,0.0005
3,-4.8433127286641495,-4.878809972242876,0.9025,0.0005
4,-4.7997725385686625,-5.953116416931152,0.8573749999999999,0.0005
5,-4.996831636066022,-5.563709735870361,0.8145062499999999,0.0005
6,-4.855638248279043,-5.7430125149813565,0.7737809374999998,0.0005
7,-4.85394198609435,-5.665527603842995,0.7350918906249998,0.0005
8,-5.212019751901212,-5.270882823250511,0.6983372960937497,0.00025
9,-6.09724385842033,-7.005854780023748,0.6634204312890623,0.00025
10,-6.891426591769509,-7.309443257071755,0.6302494097246091,0.00025
11,-7.131918580635734,-7.36718091097745,0.5987369392383787,0.00025
12,-7.203726260558419,-7.32858419418335,0.5688000922764597,0.00025
13,-7.240111205888831,-6.724343733354048,0.5403600876626367,0.00025
14,-6.731120591578276,-6.29298699985851,0.5133420832795048,0.00025
15,-7.0358301919439565,-7.210357102480802,0.48767497911552954,0.000125
16,-7.392301274382549,-7.438917550173673,0.46329123015975304,0.000125
17,-7.383393862973088,-7.416989716616544,0.44012666865176536,0.000125
18,-7.37978266114774,-7.419339049946178,0.4181203352191771,0.000125
19,-7.405295061028522,-7.432693264701149,0.3972143184582182,0.000125
20,-7.41768591300301,-7.399101820859042,0.37735360253530725,6.25e-05
21,-7.4332969447840815,-7.458138509230181,0.3584859224085419,6.25e-05
22,-7.4568815956945,-7.460756865414706,0.3405616262881148,6.25e-05
23,-7.459753072780112,-7.467900969765403,0.323533544973709,6.25e-05
24,-7.462179059567659,-7.450002583590421,0.3073568677250236,6.25e-05
25,-7.463914617248204,-7.473823070526123,0.2919890243387724,6.25e-05
26,-7.466266943060833,-7.4750870791348545,0.27738957312183377,6.25e-05
27,-7.4672752670619795,-7.480421803214333,0.26352009446574204,6.25e-05
28,-7.441184702126876,-7.479157881303267,0.2503440897424549,6.25e-05
29,-7.454286238421565,-7.475369886918501,0.23782688525533216,6.25e-05
30,-7.456902389941008,-7.385062261061235,0.22593554099256555,6.25e-05
31,-7.4383173351702485,-7.440539663488215,0.21463876394293727,3.125e-05
32,-7.469091876693394,-7.46970120343295,0.2039068257457904,3.125e-05
33,-7.476431520088859,-7.485917394811457,0.19371148445850087,3.125e-05
34,-7.480554331903872,-7.491468689658425,0.18402591023557582,3.125e-05
35,-7.477568973665652,-7.469923886385831,0.174824614723797,3.125e-05
36,-7.476066019224084,-7.4898739728060635,0.16608338398760716,3.125e-05
37,-7.473415950070256,-7.483319022438743,0.1577792147882268,3.125e-05
38,-7.478866986606432,-7.4801037528298115,0.14989025404881545,1.5625e-05
39,-7.481551299924436,-7.491431366313588,0.14239574134637467,1.5625e-05
40,-7.484428286552429,-7.489638458598744,0.13527595427905592,1.5625e-05
41,-7.485271158425705,-7.490537730130282,0.12851215656510312,1.5625e-05
42,-7.484288345212522,-7.487760066986084,0.12208654873684796,1.5625e-05
43,-7.484680808108786,-7.490772637453946,0.11598222130000556,1.5625e-05
44,-7.483507244483285,-7.49026515267112,0.11018311023500528,1.5625e-05
45,-7.485396592513375,-7.490347342057661,0.10467395472325501,1.5625e-05
46,-7.484660506248474,-7.490498065948486,0.09944025698709225,1.5625e-05
